"103","59","Stående manlig modell","","","En kraftigt byggd medelålders man med naken överkropp och armarna korslagda över bröstet; svart hår, bruna mustascher och brunt pipskägg. Huvudet i profil åt höger. Halvfigur. Gulbrun karnation  mot bakgrund i grått och brunt.  89 x 72. Akademistudie, målad sannolikt 1874 i Gérômes ateljé.","Modellen verkar identisk med mannen på skissen, som är signerad Albert Edelfelt, Antverpen, samt med mannen på hans första tavla från Antwerpen, H30 Manlig modell. Det är möjligt att han målade tavlan redan under studierna vid konstakademien i Antwerpen 1873-1874. I jämförelse med Edelfelts nakenstudier från Gérômes ateljé i Paris har denna tavla i likhet med H58 Manlig modell med svärd i handen ""smutsiga toner i öfvergångarne"" som han under studierna i Antwerpen uppmanades att försöka arbeta bort.De bruna och vita skynkena kring höften återkommer på andra nakenstudier från Antwerpen. Se H30, H39, samt H58.","Olja på papper, uppfodrat på duk","","4065;4153;4163;4171;4184;4211;4245","3602;2561;2608;2617;2636;2807"
"104","60","Sittande manlig modell","","","På en stol, täckt av ett vitt draperi, sitter en naken svarthårig man med nedböjt huvud och och händerna hopknäppta kring högra knäet. Helfigur i profil åt vänster. Huvudet i fas åt vänster. Brun karnation mot mörk, olivgrön bakgrund. 81 x 65. Målad 1874 eller 1875 i Gérômes ateljé. Förvärvad åt 1876 från konstnären till Ateneum.","","","","4245","4065;4153;4163;4171;4184;4211;4341;4343;17272;17323"
"105","61","Manlig modell med klubba i handen","","","En äldre naken man, stående helfigur, med klubba i högra handen, den vänstra handen på bröstet. Olivgrön fond. 73 x 59,5. Antagligen på kilramen: A. Edelfelt. Målad 1874 eller 1875 i Gérômes ateljé. Förvärvad år 1876 från konstnären till Ateneum.","","","","4245","4065;4153;4163;4171;4184;4211;4341;4343;17272;17323"
"106","62","Modellstudie av en gammal man","","","Knäfigur i helfas av en sittande naken åldring med mager kropp, långt ljusgrått skägg, mustascher och yvigt grått hår. Pergamentaktig karnation mot grågrön fond. 55,5 x 46,5. Antagligen på kilramen: A. Edelfelt. Målad 1874 och 1875 i Gérômes ateljé. Förvärvad 1876 från konstnären till Ateneum.","","","","4245","4065;4153;4163;4171;4184;4186;4211;4341;4343;17272;17323"
"109","","","","Brummers beställning","","Detta är en utveckling från Hintze nr 64 ""Efter drabbningen"", som Gérôme var kritisk till. Edelfelt har gjort som Gérôme bad honom och börjat från början, ändrat kompositionen och idén, men håller sig inom temat 30-åriga kriget. Slutligen blev det Hintze nr 45 ""Modellstudie av en sittande naken gubbe"" som Edelfelt erbjöd familjen Alexander Wilhelm Brummer.","","","4003;4017;4018;4177;5980;3223;3234;3237;16671;4040",""
"111","","","","Skisser från Musée de Cluny","","Dessa hör troligen ihop med ""Brummers beställning"": scenen från ett tyskt slott under 30-åriga kriget.","","","4040",""
"112","3 / Bokillustrationer","Johan Ludvig Runeberg: Julqvällen","","","Helsingfors. G. W. Edlunds förlag. 1876.1. Augustas möte med Pistol.2. Majoren välkomnar Augusta.3. Augusta läser för kaptenskan.4. Pistol berättar i stugan.5. Kaptenens hemkomst.6. Pistol och majoren.På beställning av förläggaren G. W. Edlund utfördes teckningarna i Paris i april–september 1875, tecknades på stockar av Edelfelt och skars i trä av Charles Baude. Träsnitten trycktes i en upplaga av 1000    exemplar av tryckaren Claye i Paris; en del av upplagan retuscherad för hand av Edefelt.","","","","4090;4097;4110;4156;4178;4215;4229;4236;4256;4274;4296;4301;4333;4337;4361;4379;4385;4406;4428;4442;4448;4461;4383;4631;5135;5142;5158;5264;5348;5363;5400;5464;5658;11803;4209;4177;4243;4257;4302;4338;4349;4339;4368;4373;4380;4381;17266;4382;4387;4401;4407;4410;4411;4412;4427;4429;4431;4437;17271;17273;4468;5172;5176;5204;5379;5809",""
"113","","","","Carl Victor de la Chapelles beställning","","Det är oklart om detta någonsin blev av. Utifrån anspelningen på ""Todtenmaler"" i brevet från 26.4.1875 är det troligt att beställningen gällde ett porträtt av Carl Victor de la Chapelles mor Anna Charlotta (f. Sacklén som hade avlidit den 29 december 1874. Edelfelt skulle måla porträttet med hjälp av fotografier.","","","4091;4403;4411",""
"114","","","","Etsningar","","Skisser för etsningar utförda i maj 1875.","","","4110",""
"115","","","","Porträtt av Pauline Ahlberg","","Teckning av Pauline Ahlberg utförd i Edelfelts ateljé i Paris i maj 1875.","","","4120;4208",""
"117","66","Manlig modellstudie","","","En stående naken man, helfigur i fas åt höger, med vänstra foten på en klots. Fonden ljusgrå och olivgrön. 80 x 64. Signerad AE le 15 mai 1875. Målad i Gérômes ateljé. Förvärvad 1876 till Ateneum.","","","","4184;4186;4245","4153;4163;4210;4219;4341;4171;4211;4343;17272;17323"
"118","67","Kvinnlig modellstudie","","","Stående ung naken kvinna med brunt hår, helfigur, profil åt vänster. Svart och brun bakgrund. 81 x 65. Målad sannolikt 1875 i Gérômes ateljé.","","","","4245","4153;4163;4171;4184;4211;4343;4341;17272"
"119","","","","Borgå och Askola gummor på kyrkväg","","","","","4188",""
"120","","","","Porträtt av Gueldry","","Porträtt av Edelfelts klasskamrat Ferdinand Gueldry, påbörjat i juni 1875 för att möjligen ställas ut vid avslutningsutställningen på École des Beaux-Arts i slutet av juli samma år.","","","4277",""
"121","","","","Illustration i brev","","Brodern Gueldry; brev till Alexandra Edelfelt 30.6.1875.","","","4282",""
"122","","","","Illustration i brev","","Maxime Faivre; brev till Alexandra Edelfelt 30.6.1875.","","","4286",""
"123","","","","Porträtt av Alexandra Edelfelt","","Porträtt av Alexandra Edelfelt, planerat att verkställas efter Edelfelts hemkomst hösten 1875.","","","4350;4404;4425",""
"124","","","","Porträtt av Johan Ludvig Runeberg","","Planer på att måla ett porträtt av Johan Ludvig Runeberg då Edelfelt återvände från Paris till Finland hösten 1875. Runeberg hade emellertid hunnit bli så svag att planen måste överges.","","","4351;4408;4425;4411;4426",""
"125","71","Porträtt av fröken Ellen Edelfelt (1859–1876)","","","Bröstbild av en 16 års flicka, vänd åt vänster, med långt nedfallande brunt hår, blå ögon och vit blus med gult mönster. Brun fond. 39 x 28. Målad i Helsingfors i oktober 1875.","","","","4404",""
"126","79","Porträtt av fröken Ellen Edelfelt (1859–1876)","","","Sittande ung flicka i ljus, gråbrun klänning med vit krage, vita manschetter och en svart medaljong i svart band kring halsen. Händerna vilar i famnen. Knäfigur i halvfas åt vänster. I bakgrunden stora mörkgröna bladväxter. 57 x 45. Signerad A. Edelfelt. 1876. Målad på Hindhår sommaren 1876, fonden fullbordad i Paris våren 1877.","Edelfelt ansåg att porträttet var färdigt i ett tidigare skede än Hintze uppger; jfr Edelfelts brev till Alexandra Edelfelt 8.12.1876. Då har porträttet redan blivit fotograferat. Men Dagnan, Simi, Gérôme har rått honom att måla om fonden efter det, jfr Edelfelts brev till Alexandra Edelfelt 11.12.1876.","","","4404;4985;5015;5051;5133;5145;5185;5198;5515;5627;5678;5778;5793;5879;8712;17373;5062;5219",""
"127","74","Porträtt av fröken Berta Edelfelt (1869–1934)","","","Bröstbild i helfas av en omkring 6-årig flicka med vit klänning, bara armar, ljusbrunt hår, blå ögon och runda kinder. Ljus, gråbrun kolorit mot mörkgrå fond; inom målad rundel. 40 x 37. Målad i Helsingfors kring årsskiftet 1875–1876.","","","","4404",""
"128","","","","Tidningen l'Illustrations beställning","","","","","4450;4461;4469;5066;5083",""
"129","","","","Illustration i brev","","Edelfelt sovande med en massa kläder på; brev till Alexandra Edelfelt nyårsnatten 1875.","","","776;3747",""
"130","","","","Illustration i brev","","Ny krage; brev till Alexandra Edelfelt nyårsnatten 1875.","","","776;16934",""
"131","","","","Illustration i brev","","Père Pécau; brev till Alexandra Edelfelt 1.2.1875.","","","3823",""
"132","","","","Illustration i brev","","Studie av spelande faun; denna illustration hör ihop med konstverket  ""Flöjtspelande gosse"", Hintze nr. 56; brev till Alexandra Edelfelt 21.2.1875.","","","785;3902",""
"133","","","","Illustration i brev","","Värdfolket Père et Mère Antony; brev till Alexandra Edelfelt 26.4.1875.","","","4083",""
"134","","","","Illustration i brev","","Figurer ur teaterstycket ""La fille de Roland""; brev till Alexandra Edelfelt 3.5.1875.","","","798;17151",""
"135","","","","Illustration i brev","","De unga konstnärernas procession med romarpristagarna; brev till Alexandra Edelfelt 1.8.1875.","","","813;4370",""
"136","","","","Illustration i brev","","Följande teckning till Julqvällen; brev till Alexandra Edelfelt 4.8.1875.","","","4382",""
"137","","","","Illustration i brev","","Vinterlandskap; brev till Alexandra Edelfelt 4.8.1875.","","","4383",""
"138","","","","Illustration i brev","","Naken man; brev till Alexandra Edelfelt 16.3.1874.","","","721;2919",""
"139","9 / Bokillustrationer","Johan Ludvig Runeberg: Fänrik Ståls sägner","","","Söderströms & C:o, Helsingfors 1898–1900. Med 120 målade eller tecknade illustrationer och helsidesplanscher, 66 vinjetter (av vilka 10 för de ursprungliga häftesomslagen) och 55 initialer av Edelfelt. Utgiven i 10 häften à 3:50; det första utkom 12 december 1898, häften 2–6 år 1899 samt 7–10 år 1900. Illustrationerna, som efter förstudier 1894–97 utfördes 1897–1900 på beställning av Söderström & C:o, inköptes år 1903 från förläggaren av Antellska delegationen för 15 000 mark. Flertalet förstudier i Ateneum (skissboken A II 1517:1). Samtliga slutliga illustrationer utställdes i maj 1901 i Kunstindustrimuseet i Köpenhamn, på Edelfelts exposition i Helsingfors februari 1902, i Åbo stadshus festsal mars 1902, i Nationalmuseum i Stockholm mars–april 1902, i Tammerfors oktober 1903, i Galerie Schulte, Berlin november–december 1903, på Minnesutställning 1910, N:o 245. Den för Sverige avsedda delen av den svenskspråkiga upplagan som inalles uppgick till 2 000 exemplar, utgavs på Albert Bonniers Förlag, Stockholm. Samtidigt utkom en finskspråkig upplaga hos Werner Söderström, Borgå. En särskild lyxupplaga på handgjort papper och bunden i helläder trycktes i 4 exemplar för Edelfelt och för hans mor, för förlagets dåvarande chef, kammarrådet Lennart Söderström, samt för dess konstnärlige ledare, arkitekt Jac. Ahrenberg.","","","","4632",""
"140","","","","Illustration i brev","","""Husprofil""; brev till Alexandra Edelfelt 23.5.1876.","","","857;4728",""
"141","","","","Illustration i brev","","Doktor Erhardt; brev till Alexandra Edelfelt 29.5.1876.","","","4776",""
"142","76","Porträtt av Generaladjutanten, greve Adolf Aminoff (1806–1884)","","","En gammal, krafigt byggd och reslig man i rikt ordensprydd, mörkblå generallöjtnantsuniform står med vänstra handen vid sabelfästet och den högra stödd mot ett bord på vilkett ett par vita handskar ligga. Knäfigur, kroppen i fas åt vänster, huvudet vänt åt höger. Mörk, rödbrun fond. 128 x 102. Signerad A. Edelfelt pinxit 1876. Målad på beställning i Helsingfors senhösten 1875 – vårvintern 1876. Edelfelt önskade ställa ut detta porträtt på Salongen i Paris 1876, men beställaren vägrade, då han fruktade att i motsatt fall anses fåfäng. Belönat med silvermedalj på Konst- och industriutställningen i Helsingfors 1876.","","","","4972;5051;17333;5257","17329"
"143","","","","Teckning i Lagerbergs album","","Motivet okänt, utförd hösten 1876 i Göteborg på begäran av kammarherre Magnus Lagerborg, intendent för Göteborgs museum","","","5004",""
"144","","","","Illustration i brev","","Albert Edelfelt med sina kusiner Robert och Gustaf Edelfelt spankulerande på Göteborgs gator; brev till Alexandra Edelfelt 7.11.1876.","","","5020",""
"145","82","Drottning Blanka","","","I en gotisk slottsinteriör sitter en ung, blond kvinna – föreställande konung Magnus Smeks gemål – i vit atlasklänning med röda, guldstickade sammetsärmar. På hennes knä rider en gosse iklädd guldbrun blus och ljusgrå strumpor. På golvet till höger en björnfäll, till vänster ett emaljerat skrin med brokigt silkesgarn. På ett bord längst till vänster ligger ett broderi i rött och grönt. Drottningens ljusa gestalt avtecknar sig mot ett mörkt, snidat ekskåp. På väggarna bonader i mörkgrönt och mörkrött samt en del av en målad triptyk. 96,5 x 76. Signerad Albert Edelfelt 1877. Målad i Paris vintern och våren 1877. Modellen var en ung kvinna från Elsass, gossen en blond italienare.","Idén föddes redan i november 1876, kanske redan tidigare. Då skriver Edelfelt att hans kollega Bourgain hade sett Edelfelts skisser och uppmuntrat honom att fortsätta med motivet, Edelfelt gjorde studier i Cluny.","","","5064;5099;5134;5144;5158;5184;5196;5204;5219;5242;5244;5263;5265;5280;5289;5291;5298;5300;5302;5304;5307;5311;5331;5353;5390;5393;5396;5406;5410;5418;5420;5423;5432;5433;5447;5448;5450;5459;5477;5488;5498;5508;5512;5521;5523;5532;5543;5546;5572;5588;5609;5613;5615;5617;5660;5723;5735;5749;5769;5770;5797;5809;5810;5831;5856;5859;5862;5914;5922;5950;5962;5973;5977;6001;6002;6015;6026;6028;6101;6215;6347;6400;6417;6440;6466;6488;6510;6521;6530;6547;6578;6656;6659;6666;6791;6945;6987;7053;7085;7096;7112;7192;7231;7263;7264;7651;7711;7715;7910;8135;8651;9033;9056;15210;15253;15298;5152;5159;5205;5210;5246;5253;5262;5272;5270;5283;5328;5333;5332;5340;5355;5356;5365;5367;5377;17402;5388;5422;17405;5435;5444;17410;5535;5536;5539;5541;5544;5577;5605;5612;5618;5637;5742;5750;5751;5757;5766;5775;5781;5782;5799;5798;5800;5801;5821;5832;5841;5868;5869;5876;5878;5901;5921;5923;5924;5933;5936;5939;5965;5974;5980;6020;6029;6032;6036;6037;6052;5292;5293;5312;5322;5384;5392;5478;5952",""
"146","","","","Skiss till Josua med sin sköld","","Ett arbete som Gérôme gett temat till i ateljén","","","5131;5160;5140",""
"147","87","Nausikaa och Odysseus","","","Nausikaa och hennes tärnor spela boll, medan den skeppsbrutne Odysseus står på stranden och betraktar dem. Tävlingsskiss i kompositionsmålning, utförd i Gérômes ateljé  19 mars 1877","Edelfelt skrev om ämnet redan tidigare; brev till Alexandra Edelfelt 15.12.1876.","","","5573;5557;5507",""
"148","","","","Julfestdekoration: den finske jultomtens ankomst till Paris","","Utförd till finländarnas julfest i Paris 1876.","","","5201",""
"149","","","","Illustration i brev","","Drottning Blankas klänning: schematisk bild av klänningen som modellen bär på tavlan Drottning Blanka; brev till Alexandra Edelfelt ""Julmorgonen"" 1876.","","","5210",""
"150","","","","Illustration i brev","","Bottenplan och genomskärning av ateljén, med en liten figur som målar; brev till Alexandra Edelfelt ""Julmorgonen"" 1876.","","","5214",""
"151","","","","Sveaborgs kapitulation","","Planer på att måla Sveaborgs kapitulation, ett ämne Edelfelt målat redan tidigare (se H51 Efter Sveaborgs kapitulation).","","","5211",""
"152","","","","Matsedel","","Matsedel till banketten för Gérôme 1876.","","","5221;5235;5173",""
"153","","","","Porträtt av apotekare","","Doktor Mobeck bad Edelfelt måla ett porträtt av apotekaren sommaren 1872 i Jönköping","","","2127",""
"154","","","","Teckning av stora salen på Visingsborg","","Utförd sommaren 1872 under ett besök på Granbäck, nära Jönköping","","","2225",""
"155","","","","Teckning av kyrkan på Visingsborg","","Utförd sommaren 1872 under ett besök på Granbäck, nära Jönköping","","","2225",""
"156","","","","Porträtt av Augustin Ehrensvärd","","Idén till porträttet föddes under Edelfelts vistelse på Gripsholm sommaren 1872, då han målade en kopia av ett porträtt av C. J. Adlercreutz. Porträttet av Ehrensvärd blev aldrig av. I stället målade Edelfelt av ett porträtt av en kvinna som man vid denna tid trodde var Ebba Brahe. Senare har det visat sig att porträttet inte föreställer Ebba Brahe, utan drottning Henrietta Maria av England (Hintze 16).","","","2325",""
"157","","","","Teckning av interiör från Gustav Vasas rikssal på Gripsholm","","Utförd sommaren 1872, medan Edelfelt befann sig på Gripsholm för att kopiera ett porträtt av C. J. Adlercreutz (H15).","","","2350",""
"158","","","Jakob och Rachel-tema","","","Bibliskt motiv utfört på konstakademien i Antwerpen i november 1873. Verket är möjligen Edelfelts uppgift med Jakob och Rakel-tema för studierna i expression. Den barnlösa Rakel tittar på systern Lea och de söner som denna fött åt deras gemensamme make Jakob.","","","2608",""
"159","100","Hertig Karl skymfande Klas Flemings lik","","","Motiv från kriget i Finland mellan hertig Karl och Sigismund. Tidpunkt 1597, då Ebba Stenbock efter sin makes, Klas Flemings frånfälle, överlämnat Åbo slott åt hertigen, som i sitt hat mot Fleming låtit öppna dennes kista, vilken, placerad snett mot bildplanet, står på en katafalk i slottskyrkan. Med ryggen vänd mot kistan och bröstet mot betraktaren griper hertigen med en dramatisk åtbörd sin döde fiende i skägget; till höger står dennes änka och den unga, svartklädda Sigrid Stålarm, längst till höger vid ingången en gammal tjänare med nycklar. Under ett litet fönster i bakgrunden längst till vänster en grupp soldater med hillebarder. På väggen bakom mittgruppen, som står i skarp belysning framifrån, hänger till vänster Flemings i sorgflor insvepta vapensköld samt ett krucifix över en pulpet med en uppslagen bok. För den unga soldaten till vänster, som står lutad över kistlocket, har konstnären Aukusti Uotila stått modell. Kolorit i gult, blått, svart och brunt mot grå fond. 157 x 202. Signerad: Albert Edelfelt 1878. Målad i Paris dec. 1877 – mars 1878. Belönad 1878 med Finska statens pris i figurmålning 1200 mk.","","","","5424;5453;5526;5537;5559;5605;5630;5692;5848;5992;6080;6092;6132;6154;6160;6184;6206;6213;6226;6232;6257;6260;6292;6304;6318;6339;6372;6388;6401;6428;6445;6459;6475;6497;6510;6522;6529;6541;6576;6582;6597;6615;6637;6664;6683;6694;6715;6729;6734;6738;6757;6763;6770;6791;6806;6811;6824;6844;6852;6888;6889;6898;6912;6921;6945;6949;7048;7055;7059;7080;7097;7109;7111;7129;7151;7165;7177;7183;7201;7243;7263;7325;7348;7372;7373;7404;7417;7448;7449;7478;7478;7490;7532;7575;7608;7646;7651;7711;7715;7743;7745;7789;7792;7793;7816;7818;7863;7872;7873;7918;7933;7994;8260;8460;8624;8651;9033;5561;5858;5980;6081;6082",""
"160","77","Porträtt av friherrinnan Agneta Charlotta Wilhelmina Mellin (1816-1892)","","","Gammal dam i svart sidenklänning med vita spetsmanchetter och vit spetskrage; mörkgrått hår med svart spetsslöja och två mörkröda rosor. Huvudet lutat mot den vänstra handen, en spetsnäsduk i den högra. Sittande halvfigur i halv fas åt höger. Neutral, mörkgrå fond. Oval, dagmått: 87,5 x 75. Signerad A. Edelfelt 1876. Målat i Helsingfors vårvintern 1876.","","","","5516;17333","17329"
"161","","","","Nadeschda","","Planerad teckning för att ställas ut och säljas i Helsingfors våren 1877.","","","5517;5628;5698;5290;5629",""
"162","","","","Gamle Hurtig","","Planerad teckning för att ställas ut och säljas i Helsingfors våren 1877.","","","5517",""
"163","","","","Sulamith","","Planerad teckning för att ställas ut och säljas i Helsingfors våren 1877. Sulamith är kvinnan i Bibelns Höga Visan.","","","5517;5434",""
"164","86","Josef ger sig till känna för sina bröder","","","I en egyptisk palatsinteriör går Josef, iklädd en dyrbar dräkt, med utbredda armar mot sina bröder, som i en sluten krets stå eller ligga på knä i förgrunden till höger. Gråbrun kolorit. 45,5 x 55. Signerad A. Et. Paris -77. Målad i mars 1877 såsom akademistudie i kompositionsmålning.","Skissuppgift i Gérômes ateljé i mars 1877.","","","5522;5592","5611"
"165","","","","Porträtt av Robert Stigell","","Teckning i svartkrita av Robert Stigell ""à la Holbein"". Utförd i Paris i mars 1877, utställd på Salongen 1877.","","","5524;5509;5545;5620;5660;5666;6514;5534;5577",""
"166","","","","Teckning av drottning Blankas huvud","","Utförd i Paris i mars 1877, skickad till Alexandra Edelfelt. AE till Alexandra Edelfelt 7.3.1877.","","","5529;5591",""
"167","","","","Kungens resa i Finland vintertid","","I mars 1877 övervägde Edelfelt detta som ett alternativ till sin följande stora komposition. Ett annat (tidigare) alternativ var Sveaborg, som han ville måla i Finland. De här alternativen kan ses som upptakten till ""Den brända byn"" (1879).","","","5581",""
"168","","","","Tecknade huvud","","Fröken Forsman och Rosina Zilliacus önskade sig teckningar i stil med teckningen av drottning Blankas huvud. Det är oklart om Edelfelt någonsin utförde dessa.","","","5591",""
"169","88","Ung flicka i medeltidsdräkt","","","Bröstbild i halvfas åt vänster av en ung flicka av sydländsk typ med mörkt hår, stora, mörka ögon och mössa med plymer. Kring huvudet och halsen en vit slöja, knuten över högra axeln. Grå jacka med broderad krage, insats och metallknappar. Mörk, blågrön bakgrund. 43 x 36. Signerad A. Edelfelt 1877. Målad i Paris i april 1877.","","","","5619;5682",""
"170","","","","Illustration i brev","","Madsen och dansk bildhuggare. AE till Alexandra Edelfelt 27.3.1877.","","","5594",""
"171","","","","Porträtt av Jean Gounod","","Teckning utförd i Paris i april 1877.","","","5667",""
"172","89","Une Citoyenne de l'an II","","","Motiv från Paris år 1793. Framför en husvägg i ljusgrått och grålila med anslag och inskriptioner med krita, bl.a. ""À bas Robespierre"", har en ung, mörkhårigt kvinna, halvfigur i profil åt höger stannat, med en dramatisk gest knytande högra handen vid bröstet och vändande huvudet mor vänster. Hon är iklädd hög, mörkgrön filthatt med en tricolor kring kullen, stor, vit fichu och mörkgrön rock med breda uppslag och smala, vita manchetter. I vänstra haden en svart spatserkäpp. Längst till vänster en smal gränd. 60 x 45,5. Signerad A. Edelfelt. Paris 1877. Målad i Paris april–juni 1877.Förvärvad från konstnären av friherrinnan W. Mellin.","","","","5705;5748;5757;5776;5824;5847;5865;5877;5936;5951;5966;5989;6016;7855;9657",""
"173","90","Från fäktsalen","","","Framför ett ljusgrönt sidendraperi står en page i 1500-talsdräkt av svart sammet med vit spetskrage och vita manchetter, böjande en florett. Till högerett mörkt ekbord i renässansstil, på vilket ett par gråbruna handskar och en florett ligga. På en stol till vänster en svart mantel, bredvid stor en florett. På golvet en matta i rött, blått och gult. 76 x 54. Signerad A. Edelfelt -77. Målad i Paris maj–juni 1877.","","","","5846;5864;5912;5989;6016;6174;6272;6316;5847;5877;5919",""
"174","69","Porträttskiss av docenten, fil.dr Karl Fredrik Eneberg (död 1876)","","","Bröstbild i fas åt höger av en yngre man med brunt hår, stora bruna mustascher och blå ögon. Dräktpartiet endast upptecknat i sepia. Mörkbrun fond. Olja på trä. 24 x 19. Signerad med monogram AE. På baksidan anteckning med främmande hand att porträttet är målat 1877. Då porträttet knappast kan vara gjort efter foto, och doktor Eneberg avled år 1876, är det likväl sannolikt att det har målats under Enebergs studievistelse i Paris 1874–75, där E. hörde till Edelfelts umgängeskrets och därifrån han 1875 reste till London och Tyskland.","Hintze har fel i sitt antagande att porträttet skulle vara målat 1874–1875. Edelfelt nämner i början av juni 1877 att han ska ""börja på""  Enebergs porträtt. Det är oklart varför Hintze antar att porträttet inte kan vara målat efter fotografi. Troligen är det målat mer eller mindre efter fotografi, åtminstone med ett fotografi som stöd för minnet.","","","5880",""
"175","","","","Eklöfs beställning","","","","","5980",""
"178","92","Interiörstudie från ""Schifferhaus"" i Lübeck","","","Studie till katalog nummer 93. I en i varma röda och gråbruna toner hållen krog i tysk renässansstil med mässingskronor och skeppsmodeller i taket sitter vid ett bord i förgunden en man i moderna kläder. På bordet framför honom står en ölstonka. I fondväggen till vänster ett stort solbelyst fönster med små rutor. Jämförelsevis brett målad. Olja på duk, uppfodrad på kartong. 32 x 26. Signerad A. Edelfelt. Målad i Lübeck juli 1877. Restaurerad och uppfodrad på kartong 1919 av Erik O. W. Ehrström.","","","Första utst. av »Société Internationale de Peintres et Sculpteurs» i Galerie Georges Petit i Paris 1882, N:o 52; Edelfelts utst. i Köpenhamn och Göteborg 1884.","6067;11191;11211",""
"184","","","","Porträtt av Sofia Cotta","","I juni 1877 gav Carl Mannerheim 1 000 francs för att Edelfelt skulle ge honom en skiss till någon av sina kommande tavlor. Beställningen ändrades sedan till att Edelfelt skulle göra ett portätt på Mannerheims avlidna syster Sofia Cotta (1833–1867).","","","6438;6097;5980;6317;6591;6700;6969;7037;7051;7062",""
"200","112","Porträtt av friherre Johan August von Born (1815–1878) såsom lantmarskalk","","","Mot en mörk, rödbrun bakgrund står en gammal ordensprydd man med kommendörsband över bröstet, iklädd adelsuniform utan hatt och hållande lantmarskaksstaven i högra handen och ett papper i den vänstra. Knäfigur i fas åt höger. Upptill till vänster det von Bornska vapnet. 125 x 95. Signerad A. Edelfelt pinxit Anno MDCCCLXXVIII. Målat på uppdrag av Ridderskapet och adeln i Helsingfors september–november 1878.","","","Edelfelts och Berndtsons utställning i Helsingfors nov. 1878; F. Kfg. utställning 1879, N:o 22 a; 25-års jubileumsutställning av rysk konst i Moskva 1882, N:o 487; Finska konstutställningen i Helsingfors 1885, N:o 52; Nordiska konst- och industriutställningen i Köpenhamn 1888; F. Kfg. porträttutställningen 1893, N:o 196; F. Kfg. jubileumsutställning 1896, N:o 184; Minnesutställning 1910, N:o 10.","6797;6799;6900;7107;7129;7333;7334;7510;7826;14254",""
"242","128","Ett barns likfärd","Likfärden / Haikotavlan","","Motiv från haiko fjärd en solig sensommarmorgon. I förgrunden en bruntjärad roddbåt med tre bondkvinnor, två män och en flicka samt en likkista, ställd snett mot mittoften. På den spegelblanka fjärden synes i bakgrunden en annan roddbåt och en liten ångbåt. Plastiskt tecknade figurer i starka lokalfärger. 120 x 205. Signerad: A. Edelfelt 1879. Målad i det fria på Haiko i augusti-september 1879. TVå figurer fullbordade i paris samma höst efter studier från Haiko. På Paris-salongen 1880 belönad med III-klassens medalj. Målningen ursprungligen avsedd att skildra en dopfärd i skärgården (ett kompositionsutkast, laverad blyertsteckning i privat ägo. Olika utkast och detaljstudier till denna scen i Ateneum, skissbok A II 1517:26 och A III 2028:303.i skissböckerna A II 1517:100, A II 1517:26 och AII 1625 i Ateneum talrika detaljstudier till figurerna samt den slutliga kompositionsstudien, daterade augusti 1879. En nästan identisk kompositionsstudie, laverad pennteckning, samt studier av flickan vid kistan och den yngre kvinnan till vänster avbildade i ""Drottning Blanka och Hertig Carl"" sidorna 224 och 216.Såld i St Petersburg 1881 åt doktor D. Botkin i Moskva; från dennes samling 1907 inköpt till Antellska samlingarna för 5000 rubel (13350 mk).","I skissboken A II 1517:26, där skisserna till ""Ett barns likfärd"" finns, ingår också en rad skisser av roende kvinnor. Möjligen har Edelfelt också tänkt sig en komposition med roende kvinnor, men förkastat den. Möjligen är de skisser till ett helt annat verk. Samtidigt förebådar kvinnorna i båten kompositionsmässigt verket ""På havet"", målat i Haiko sommaren 1883.","","","7963;7986;8089;8100;8141;8151;8181;8193;8200;8248;8255;8307;8317;8339;8347;8349;8374;8380;8385;8400;8443;8450;8454;8455;8477;8481;8501;8536;8558;8577;8590;8600;8609;8638;8650;8651;8673;8678;8680;8691;8706;8705;8729;8743;8772;8783;8825;8837;9031;9253;9359;9369;9472;9472;9557;9603;14476","8802;8814;10141"
