"44","Antwerpen d. 8 Januari. 74.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 8 januari 1874, 8 sidor.</p><p /><p>[...] I franskan tror jag mig ha gjort framsteg, åtminstone tala jag nu med större lätthet, men gör andå hvarje minut de tjockaste fel, isynnerhet i de oregelbundna verberna, och bruket af subjonctif. Också tror jag mig nu förstå bättre, än i borjan. Ännu för en månad sedan begrep jag ej rigtigt Mr Hubert, en gammal ungkarl, parisare och handelsagent, som äter här. Hans språk är så öfverfyldt af pariseruttryck att jag i början ej visste om det var franska han talade. – Nu förstår jag dock allt hvad han skräflar. Så t.ex. heter på detta språk: gå: battre la semelle, äta; taper le panier, dabba sig: manquer le train, ett glas öl: un bistinguot, en kopp kaffe: un chicadeau. o.s.v. – af hvilka uttryck dock en del äro uppstigna i Mr Huberts egen snillrika hjerna. När han blir riktigt lifvad denne komiska, men fiffiga figur (halt och rödnäst) sjunger han med stor pathos en alsacisk sång hvaraf refrainen är: </p><p>	Parler français n’est plus permis,</p><p>	Aux enfants de l’Alsace! –</p><p>Och berättar historier från sitt händelserika lif. 1848 var han med i blåsten, och 1871, efter belägringen, blef han af kommunarderna öfverfallen, och man hotade på fläcken skjuta honom om han ej anlade den röda mössan och skrek Vive la Commune! Hvad var enklare än att göra som man bedt, isynnerhet som detta var mycket trefligare än att bli fusillerad en kall vårmorgon på Monntmartre. Han hjelpte derföre till att bygga barrikaden der och der, som efter hans utsago var den snillrikast hopfogade i hela Paris, tack vare icke minst hans gamla gulmålade schäs, som också låg på bottnen. – Då man frågar hur han kunde inlåta sig på sådana nedrigheter som att hjelpa kummunen menar han med en axelryckning, il fallait bien, que je le fisse, autrement – – och då gör han en betecknande gest, som tillkännager att han i vidrigt fall ej numera skulle gå på ”jordens yta”. – Rätt intressant är att höra berättelserna från kriget och kommunen af ögonvittnen, både preussare och fransmän. Båda erkänna till fullo hvarandras tapperhet och fransmännen särskildt mena, att hela kriget med Tyskland var en barnlek mot kommunens fasor i Paris. En gammal fransos beskref i lifliga färger huru hans tre bröder, alla tre prester, blefvo ihjäl skjutna af kommunarderna, huruledes versailles-trupperna i fyllan skjutit ner 400 qvinnor och barn vid inlrädet i Paris, (detta hade han sjelf sett) utan den ringaste anledning o.s.v. – Det är rysligt och jag blir alltid melankolisk då detta ämne drages fram på tapeten. – Att menniskan verkligen kan bli ett sådant djur, är en sats som är så mycket sorgligare som den är fullkomligt sann. [...]</p><p>[...] I dag var en framstående ung målare Van den Bergh (pristagare vid 1870 års täfling) i akademin; han komplimenterade mig för min halffärdiga tors, och mente, att om jag kunde undvika de smutsiga tonerna i öfvergångarne, jag komma att måla bra och dugtigt. Jag vet sjelf att jag har en ful ovana att alltför mycket blanda färgerna, och dessa förlora derföre i sanning och kraft. – Ça viendra! säger jag som Van Lerius. – Ofantligt mycken öfning fordrar maleriet, lång, mångårig öfning. – Friskt mod och hopp! [...]</p><p></p>","bildkonstläroinrättningar, brev, ekonomi, engelska, engelsmän, franska, Gud, kalendrar, kläder, konst, konstföreningar, konstnärer, krig, revolutioner, skönlitteratur, språk, studier (studieinnehåll), tyska, visor, väderlek, tävlingar i yrkesskicklighet","swe, fre (ord, uttryck, meningar)","8.1.1874","8","1","1874","","","","URN:NBN:fi:sls-580-1403107521830"
"45","Antwerpen d. 14 Januari 1874","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 14 januari 1874, 8 sidor. Illustrationerna ""Fischer"" och ""Scriba"" på sid 5.</p><p /><p>[...] Egendomligt är att se huru i flamländskan flere ord begagnas, hvilka åter finnes i Svenskan, men ej i tyskan. Så t.ex. ”strax” ”struntprat” o.s.v. När någon nyser, säger man ”Wel bekomen” såsom man stundom utrycker sig också på svenska. – Få språk hafva väl så många munarter som ”Vlaamsche”. En Brugerois en Gandois och en Antwerpare förstå knappt hvarandra, ehuru några mil skiljer den enas hemort från den andras. – Då man talar långsamt, förstår jag ganska bra, men då man slabbrar på som vanligt, är det rakt af omöjligt att få något sammanhang. I klassen äro språktvisten ännu rätt ofta å bana. I dag sist en, som härledde sig deraf, att en flamländare (som icke talar alltför bra franska) berättade om två flandriska hjeltar från medeltiden: deux héros, och ej iakttog h aspirée, - hvaraf Dubois tog sig anledning att förstå det som ”deux zéros”, och gjorde sig lustig deröfver. – Sådana småsaker kunna ofta utgöra anledningar till dessa fejder, lika heta som onyttiga. Emellertid känner jag det så hemvarmt när jag hör dessa skäl och motskäl, dessa utläggningar om folk och nationalitet, detta tal om ett förtryckt språk, det vackraste på jorden, o.s.v. – . Emellertid hafva flämerna, likasom fennomanerna, rätt i många stycken men de gå för långt i ifvern för sitt språk. – Alla elever vid akademin, af flämiskt ursprung äro så durch und durch flamländare som möjligt, och kunna alls ej skyllas för att vara fransquillons. – Antwerpen är som bekant den mest vlämisk sinnade stad i hela Belgien. [...]</p>","bildkonstläroinrättningar, brev, dialekter, ekonomi, fennomani, flamländska, fransmän, frimärken, illustration, karnevaler, kläder, konstföreningar, maskerader, nationalitet, nationalkaraktär, opera (konstart), sjukdom (tillstånd), språk, studier (studieinnehåll), sånger, tyskar, världsmedborgarskap, tävlingar i yrkesskicklighet, turkar, khoikhoi, danstillställningar","swe, fle (ord och uttryck), fre (uttryck och meningar), ger (uttryck","14.1.1874","14","1","1874","","","","URN:NBN:fi:sls-581-1403107521840"
"46","Antwerpen d. 20 Januari 1874","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 20 januari 1874, 6 sidor.</p><p /><p>[...] Trots alla dessa tvifvel och sorgsna tankar som dagligen uppenbarar sig för mig på konstens svåra bana, känner jag dock huru jag med min hela själ älskar denna samma konst, som nu synes mig så svår. Jag känner huru mitt hjerta slår fortare då jag står framför ett mästerverk och då ropar alltid djerfheten, hoppet, vikingasinnet, eller hvad man vill kalla denna alltid glada förföriska, ungdomens bundsförvandt i mina öron: också du är målare, också du kan, med Guds hjelp, skapa dig ett namn. – ”Fånigheter” säger förståndet, ”omöjligt” skränar erfarenheten, och mitt arma jag lämnas såsom stridsplatsen för dessa fiendtliga känslor och tankar, och slutet blir, att jag åter, bedröfvad för stunden, men dock snart full af hopp, sätter mig vid mitt staffli, och åter börjar måla denna rysliga smörja, som jag sjelf lider af att se uppå, emedan det ej är så, som jag ville hafva det. [...]</p>","bildkonstläroinrättningar, brev, depression, ekonomi, franska, konst, melankoli, musik, sjukdomar, skönlitteratur, språk, studier (studieinnehåll), tyska, utställningar, tävlingar i yrkesskicklighet, facklitteratur","swe, fre","20.1.1874","20","1","1874","","","","URN:NBN:fi:sls-582-1403107521850"
"47","Antwerpen d. 27 Januari 74","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 27 januari 1874, 10 sidor.</p><p /><p>[...] Men när när skall den olycksaliga Calle Holmska flickan skåda ljuset. Det frågtes blott, det gafs ej svar. Kommer jag i början af April till Paris så räcker det i allra bästa fall blott tre veckor att måla den, transport etc. 2 veckor, och då är expositionstiden nästan förliden hos oss. Hvad tänker Mamma om min fundering att utföra några kompositioner i krita och utställa dem? Svara mig derpå, så är mamma rigtigt snäll, tala om hvad folk hoppas och tror att jag skall göra, o.s.v. så att jag må kunna rätta mig därefter. Jag vill icke att någon skall säga: Se, Edelfelt har rest ut med statens pengar, för att roa sig och se sig omkring i utlandet, och ingenting åstadkommer han. Bed dem framvisa en enda konstnär, undantagande fruntimmer och fuskare, som inte behöft lära sig något innan de kunnat framalstra något. Något dåligt skulle jag ej vilja skicka hem. Hvad jag ofta skulle vilja tala med Mamma i sådana saker. [...]</p>","beställningar, bildkonstläroinrättningar, brev, frimärken, karnevaler, kläder, konst, konstnärer, maskerader, museer, studier (studieinnehåll), utställningar, katoliker, protestanter, turkar, danstillställningar","swe, ger (uttryck), fre (ord och uttryck)","27.1.1874","27","1","1874","","","","URN:NBN:fi:sls-583-1403107521860"
"48","Antwerpen d 2 Februari 74.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen de 2 februari 1874, 6 sidor.</p><p /><p>[...] I dag, sista dagen före konkursen ha vi haft lof, och dock har jag haft så mycket att göra, att jag först nu, kl. 11 på aftonen får tid att besvara mammas kära bref. Primo har jag ritat ett helt skelett hos Adams från 9–3, secundo hopsmetat en komposition med 10 figurer och motiv från Neros förföljelse mot de Christna, tertio läst perspektiv och quarto sprungit genom halfva Antwerpen för att skaffa mig ett ritbräde för konkursen i perspektiv. Mammas bref verkade ofantligt uppmuntrande på mig, som under den sista tiden verkligen gått och hängt läpp öfver mina klena framsteg i måleri. Igår talade jag med Claus och Adams, och bad dem upprigtigt säga mig mina fel vid målningen och sättet att afhjelpa dem. De menade båda att jag bråkar förmycket med att söka skilda toner och nyanser, och att jag borde måla djerfvare, och enklare, och sålunda få mera harmoni i mina saker. Adams menade att smutsigheten i mina ljuspartier kommer af att jag använder alldeles för små penslar, och roddar hela färgskalan på en punkt der han ej såge mera än en färgton. Båda menade dock att de senaste studierna jag målat här vore ofantligt mycket bättre än det jag målat derhemma med undantag af Tajtas porträtt som de anse passabelt, då deremot t.ex. juden anses hård och oartistisk i allra högsta grad. [...]</p>","brev, dagstidningar, ekonomi, franska, förnuft, kläder, konst, konstnärer, kvinnor, känslor, musik, sjukdom (tillstånd), språk, studier (studieinnehåll), sånger, visor, tävlingar i yrkesskicklighet, porträttmåleri, borgerlighet","swe, lat (ord och uttryck), fre (ord och uttryck), eng (ord), ger (uttryck), swe (slang/dialekt)","2.2.1874","2","2","1874","","","","URN:NBN:fi:sls-584-1403107521870"
"49","Fortsättning d. 3 kl. 12 på natten","<p>Fortsättning på Albert Edelfelts brev till Alexandra Edelfelt från 2 februari. Skrivet under de tidiga timmarna i Antwerpen den 3 februari 1874, 2 sidor.</p><p /><p>[...] Concoursen är nu börjad. Från 9 till 12 hafva vi hållit på med perspektiv, och komma att fortsätta så i 8 dagar. Vi ha en lätt, men besvärlig uppgift d.v.s. att göra upp ritningen till ett tak, så måladt att det ser högre ut än det i verkligheten är. – Arkitektonisk noggrannhet måste iakttagas, alla delaljer till ung. 3 pelare, sedda i forkortning uppmätas o.s.v. – Åh hvad det är tråkigt! Af de 30 elever, som höra till naturklassen, deltaga ungefar 18 i denna konkurs. Jag och Adams de enda utländingarne. Hvad jag är lycklig öfver att ej ha valt arkitekturen, ty redan helt litet af detta noggranna, geometriska uppmätande, cirklande och streckande gör mig helt vemodig. [...]</p>","arkitektur, bildkonstläroinrättningar, studier (studieinnehåll), tjänstefolk, tävlingar i yrkesskicklighet, vaktmästare","swe, fre (ord)","3.2.1874","3","2","1874","","","","URN:NBN:fi:sls-585-1403107521880"
"50","Antwerpen d. 9 Februari 1874. –","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 9 februari 1874, 8 sidor. Illustration ""Verlats madonna"" på sid 3.</p><p /><p>[...] Vädret tyckes vara uselt der som här. – Lyckligtvis är det dock i år sällan kallt här. Idag har för första gången under vintern snö fallit på morgonen, och ligger ännu 2 finger högt, kl 4 på e.m. – Också har ungdomen i akademin begagnat sig af tillfället att anställa ett storartadt snöbollskrig i akademins trädgård. Jag har också på akta fosterländsk vis fått några marker snö i nacken, i öron ögon och alla lemmar och min paletå kännes ännu helt blöt. – Concoursen i perspektiv pågår annu. – Konstruktionsritningen har jag fått färdig med svett och möda, cirklande, mätande och skrapande, och jag håller nu på med pastellritningen. Ack om Mamma visste huru dödande tråkigt det är. De Pape, Boudry och jag gingo in med en anhållan om att få måla perspektivteckningen i aquarell, som vi voro vana vid, och icke i pastell, enär ingen af oss någonsin förut tagit en färgkrita i han. Detta afslogs, och vi få nu bråka med det odrägligaste af allt odrägligt. [...]</p>","bildkonstläroinrättningar, brev, dagstidningar, depression, fastlagen, franska, författare, goter, Gud, illustration, judar, karnevaler, konst, konstnärer, korrespondenter, kvinnor, kyrkor, melankoli, pastell, sjukdomar, språk, väderlek, polacker, tävlingar i yrkesskicklighet, hunner, romerska medborgare","swe, fre (ord och uttryck), swe (slang/dialekt), ger (meningar)","9.2.1874","9","2","1874","","","","URN:NBN:fi:sls-586-1403107521890"
"51","Antwerpen d. 15 Februari 74. –","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 15 februari 1874, 10 sidor.</p><p /><p>[...] Som Mamma vet hade jag ej afsigten att deltaga i examen i historie, men aftonen före denna täflan satt Dubois här och ofvertalade mig att åtminstone komma upp för att se hvilka ämnen som fanns att välja på, för att skrifva dem om det behagade mig, men i vidrigt fall gå bort. – Samma afton slukade jag en massa grekisk historie, och fann att jag dock ej glömt bort allt sedan skolbänkarne. – Följande morgon, förrän skrifningen var börjad, såg prof Goemaere mig, och frågade om jag hade lexikon, hvarpå jag svarade jakande. Han sade att det enl. reglementet vore förbjudet, men jag hade i stället rättighet att skrifva på svenska, ty akademin vore skyldig att genom edsvuren öfversättare öfverflytta det i fransk drägt. – Nu var jag med skäl förargad öfver att jag ej fått veta härom förut, och således bättre kunnat bereda mig. – Bland frågorna voro: Lemna en kulturhistorisk bild öfver seder, styrelseform, kult och stridssätt under den Homeriska perioden, och: Om Ni hade uppgiften att i fyra frescomålningar illustrera Greklands historie från 500 till 470 f.Chr. hvilka ämnen skulle Ni välja, och huru skulle ni behandla dem. – Tillsammans skref jag 22 sidor så stora som dessa. – Olyckligtvis märker jag dock nu, att jag i öfverblicken öfver heroiska tiden glömt åtskilligt. Så t.ex. har jag ej med ett ord berört slafvarne. – Till ämnen valde jag: 1. Underrättelsen om segern vid Marathon i Athen. Det är afton. Solen kastar sina sista strålar på Akropolis heliga borg, hvars marmorpelare glänsa som guld, - hela naturen talar om frid; men omkring stadens murar stå gubbar qvinnor och barn i fulla tal, för att erfara stridens utgång. Då synes i fjerran budet, den unga soldaten med sin palmqvist i handen, han har lupit ursinnigt, och faller död ned för Athenarnes fötter, men hinna ännu med jublande stämma ropa sitt Nike-seger! – Det är blandningen af öfverraskning och glädje, af stolt patriotism och medlidande med den döende budbäraren, men framför allt hopp om Hellas’ fortfarande frihet som jag velat betona. – 2. Leonidas vid Thermopylæ, ett briljant ämne, genom motsatsen af det lugna grekiska modet, och persernas tvungna strid. Denna bild med Leonidas sjelf som hufvudperson borde kunna bli ståtlig. – 3. Slaget vid Salamis. – 4. Themistocles återvänder till Aten efter striden, och mottages af stadens tacksamma qvinnor. – Ämnet utlagdt och behörigen detaljeradt. [...]</p><p>[...] Idag måndag kommer kortegen att passera gatorna mellan kl. tre och fem. – Då äro alla menniskor på benen. herrarna kasta appelsiner åt damerna, och dessa kasta ”pepernoeten” och peperkoeken (pepparnötter och pepparkakor) på herrarne. Redan i går afton då Scriba och jag promenerade omkring bland folkmassan på gatorna, fick jag några sådana temmeligen hårda projektiler mot ansigtet. – Igår afton voro vi på en stund i dessa karnevals baler för folket der inträdet kostar 25 centimes, samt hvar och en ”zal een glas Beer bekommen, hvilket också skedde. – Rätt lustigt att se dessa tungrodda arbetare maskerade till fruntimer o.d. dansa omkring som galningar, samt anfalla alla menniskor med mer och mindre fina skämter – För resten se dessa flamländska arbetarhustrur rätt ståtliga ut när de om söndagar eller vid andra utomordentliga tillfällen sträcka upp sig i chignon och sidenklädning eller i sin vackra nationaldregt med höga, sojellhvita spetsmössor och brokiga dukar med breda, blå och hvitrutiga sidenband. – </p><p>Beskrifningen öfver Runebergsfesten i Finland intresserade mig mycket; jag kände mig helt varm om hjertat då jag läste om borgåboernas tillställningar. Theodor Lindhs verser voro bra, isynnerhet de sista strofherna. – Jag firade festen här genom att stänga in mig och i fred få genomläsa för 1001 gången de vackraste af Fänrikarne! De äro som allt verkligt skönt, evigt unga, evigt nya och friska. – Det ligger något så underbart förtrollande i dessa sånger! det slår aldrig felt, att då jag t.ex. här öppnar boken, och börjar läsa Gamle Hurtig eller Nummer 15 Stolt eller Lotta Svärd, det går kalla rysningar genom ryggen på mig, jag känna huru hjertat sväller i bröstet af förtjusning, och tårarna stiga mig i ögonen. Ära, ära åt Runeberg åt vårt älskade Finlands förste son! [...]     </p>","antiken, arbetarrörelsen, arméer, brev, dagstidningar, ekonomi, fastlagen, fennomani, franska, frimärken, Gud, historia, karnevaler, krig, maskerader, mat, pris (belöning), processioner, studier (studieinnehåll), svenskar, sällskapsliv, trettioåriga kriget, tyskar, värnplikt, polacker, tävlingar i yrkesskicklighet, perserkrigen, danstillställningar, militärer (personer)","swe, ger (ord och uttryck), fre (ord), fle (ord, uttryck och meningar), en (ord)","15.2.1874","15","2","1874","","","","URN:NBN:fi:sls-587-1403107521900"
"52","Fortsättning (Måndagen) kl. 12 på dagen.","<p>Fortsättning på Albert Edelfelts brev, som daterats med Antwerpen den 15 februari 1874, till Alexandra Edelfelt. 2 sidor.</p><p /><p>[...] Huru landtarbetena framskrida, när svalan och göken kommer, när säden gå i ax o.d. det tror jag mig icke med bestämdhet kunna svara på, då jag ej haft tillfälle att se mig om på landsbygden omkr. staden. Sedan jag kommit hit har jag ännu ej varit ett steg utom Antws murar, utom då jag var rest till Brüssel. Det är ej inbjudande att promenera i alusdjup dy i dimma och regnväder. – Någon vacker söndagsmorgon skola Bates och jag och några andra företaga en längre vandring utmed Schelde, åt Vliessingen till. – För resten är staden tillräckligt stor för att spatsera sig trött. Redan att gå till Matthæi, som bor vid Boulevard Leopold är en dugtig bit. Lyckligtvis finnes här öfverallt ”tramways” och för 10 ctms kan man fara från Place de Mer ända till förstäderna Berchem eller Borgerhout. [...]</p>","dagstidningar, vandring, spårvagnar, studier (studieinnehåll), väderlek","swe, eng (ord)","16.2.1874","16","2","1874","","","","URN:NBN:fi:sls-588-1403107521910"
"53","Antwerpen, Söndagen efter Karnevalen, d. 22 Febr. 74. –","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 22 februari 1874, 10 sidor.</p><p /><p>[...] Karnavalen är förbi, och jag åter midt inne i arbetet i akademin. I thorsdags hade vi concours i ”kostumes & antiquités” i går i expression. I den förra tror jag mig ha lyckats rätt bra i den senare mindre lyckligt. Uppgiften: Spartansk konung i högtidsskrud, och för expression Brutus forskräckes af en spökgestalt, natten före det afgörande slaget vid Philippi. Jag tror visserligen att expressionen var bra, men som jag, dumt nog, valt en mycket svår ställning, med hufvudet och händerna i forkortning, så finnes några klumpigheter i teckningen. Det plågar mig att ens fickor undersökes af Surveillanten före hvar concours, att man är absolut instängd från 8 om morgonen till 9 om aftonen, att flämerna altid misstänka oss främlingar för underlef, o.s.v. med ett ord, concoursen är icke trevlig. Det blir dock bättre, sedan nästa vecka är öfver, och då vi får börja måla och teckna. Lyckliga dag, då jag får styra mina fjät till Paris. Om jag också återkommer, så har jag dock tagit tillräckligt frisk luft för att kunna svälja akademidam under några månader. – Förunderligt förefaller det mig att jag ännu ej fått något svar af Becker och Lindholm, till hvilka jag skrifvit för halfannan vecka, nej två eller tre veckor. – Måtte blott dessa bref ha kommit rigtigt fram. Jag skref Bategnolles ou Montmartre. Till Estlander har jag tänkt skrifva, men under nästa vecka tror jag mig ej få tid dertill. De allra svåraste sakerna, d.v.s. anatomi, skelett och muskler, hafva vi just då. (De engelsmän och amerikanare som i januari reste härifrån till Paris, hafva icke fått plats hos Gerôme, Bonnat eller någon annan af de förnämsta målarne, emedan dessa hafva elever mer än vanligt, och dessa ungdomar äro derföre tvungna att nu sitta och kopiera i Louvren. Tråkigt göra; det ville jag slösa min tid på). – Som sagt, jag väntar med otålighet svar på mina tvenne långa bref. – Och nu till karnavalen. Mångahanda föreställningar hade jag gjort mig om karnavalen här, men alla origtiga. Dess betydelse som förlustelse för det lägsta folket, för pöbeln, hade jag ej kommit att tänka på. Dock hade t.ex. måndagskarnavalen en rigtig trashankspregel. Tusentals arbetare, mest medlemmar i internationale, redo och åkte gatorna omkring, maskerade i de mest fantastiska drägter, några med anspelningar på vissa inom aristokratin nyligen passerade skandalhistorier. Och hvilken ohygglig trängsel, folkmassa, sjungande skrikande och framför allt kastande med apelsiner och pepparnötter. Det var ett bombardement, sådant som i de hetaste batalj, isynnerhet anföllos alla fönster, der vackra fruntimmer tittade ut, af ungherrar. Dessa kasta appelsiner konfekt o.d. och blefvo till tack öfverösta med mjöl och pepparnötter, så hårda som småsten. Roligt var det i alla fall. Scriba och jag voro snöhvita från topp till tå, jag hade ett rödt öga (af en kastad papparnöt) men lika roligt var det för det. Att en ofantlig massa fina masker rörde sig i kortegen är också klart. Men framförallt var folket sevärdt, denna vilda lössläppta hop, som utstyrdt så vidunderligt som möjligt, dansade, hoppade, skreko och grasserade, slogo på trummor, blåste i basuner, hvisslade med pipor och ställde till det grymmaste oljud. [...]</p><p>[...] Tisdagskarnavalen var mycket grannare. Bland vagnarne märktes en, som tilldrog sig allmän uppmärksamhet var ett storartadt apothek der kapucinermunkar utgjorde tjensteandarna. En jättelik flaska stod i midten och på en enormt stor skylt lästes: Remède infaillible: L’eau de l’Ourthe” (uttalas = Lourdes). – Bland arbetarne hurrades från alla sidor då denna machin passerade, men då jag redan måndagseftermiddagen visade vagnen åt min polska dam, vände hon sig bort och sade indignerad: C’est donc horrible qu’on se moque comme ça de la réligion, il fallait le defendre! – Att man i de flesta hus uppfattat skämtet på detta sätt är säkert. – Flera grupper med anspelningar på rent lokala förhållanden förekommo äfven, men deras sinnrikhet gick naturligtvis förlorad för oss utländingar. [...]</p><p>[...] Hela tisdagsnatten var det det grymmaste väsen på gatorna, men onsdagen kom, och jag såg till min förvåning, att historien om askkorset icke var ett talesätt blott. Nästan alla fruntimmer uppenbarande sig hela dagen med ett stort sotkors på pannan. Presten rita detta tecken såsom en grafskrift öfver karnavalsglädjen. – Det är en sed, som icke påträffas i Frankrike eller tyskland. [...]</p><p>[...] Nu till vår diner hos pelsfrun i söndags. Vi blefvo mycket vänligt emottagna, och intogo en fin diner som räckte från sju till 11. – Vin och Champagne fanns i öfverflöd, och stämningen var mycket lifvad. Sällskapet bestod af en engelsk fru, mager och tråkig, en ung amerikanare, två preussare, 1 bayersk f.d. officer och en flamländsk fru med en mycket vacker dotter. – Man behöfva ej fråga hvad ungherrarne här i A. äro. – De äro alla kontorister. Alla verldens köpmanspappor skicka sina söner hit för att såsom ”volontärer” d.v.s. utan lön, arbeta har i ett eller två år, isynnerhet för franskans skull. – Dottern i huset, till hvars 20de födelsedagsfirande festen gafs är rätt vacker men ohyggligt extremt kokett. Jag, såsom och Scriba och Schultz kände oss helt utmattade kl. 12. då vi tågade hem, efter att ha sett så mycken tillgjordhet och affektation. Den unga flamlandskan 17 år och med tycke af frih Walleen f. Etholén, en beau, bildade genom sin naturlighet en lysande kontrast mot den tyska påfågellika varelsen. – Sönerna i huset äro dumma kontorister. Den ena har varit länge i Amerika. Gumman, är också tillgjord, talar gerna om sina vidsträckta affärer, i Brüssel, i Gent och St Nicolas der hon har filialbutiken o.d., och är i hela sitt sätt fullkomligt theatralisk. – 4 språk talades vid bordet. Franska, tyska, engelska och flamländska. [...] </p>","adel, amerikaner, antiken, arbetarrörelsen, drycker, ekonomi, engelska, engelsmän, fastetid, fastlagen, frimärken, födelsedagar, indianer, karnevaler, katolicism, kläder, kontorsanställda, kvinnor, mat, musik, opera (konstart), politik, processioner, präster, språk, studier (studieinnehåll), svarta, svenska, sällskapsliv, utställningar, viner, visor, väderlek, världsutställningar, öl, polacker, tävlingar i yrkesskicklighet, champagne","swe, fre (ord och meningar), lat (meningar)","22.2.1874","22","2","1874","","","","URN:NBN:fi:sls-589-1403107521920"
"54","Antwerpen d. 1 Mars 74","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 1 mars 1874, 4 sidor.</p><p /><p>[...] Den senast förflutna veckan har varit särdeles arbetsdiger för oss. – 1. Esthetik, och så musklerna och just skelette. Jag har arbetat som en häst, men har också lärt en hel hop saker, tack vare Adams, hos hvilken jag studerat hela tiden. Dock kan jag ej fordra, att på några dagar lära mig detsamma af anatomin, som de andra användt åratal på att inhemta. Min teckning i myologin var kanske felaktig här och der, deremot tror jag mig ha gjort ett godt prof i skelettet. – En dag är ej alltför lång tid för en utförd skelettteckning (en hel figur ½ natr. storl.) i en viss af professor angifv ofta krånglig pose, - och man fick derföre skynda sig Så mycket som möjligt. – Nu följer komposition imorgon, morgon natt och tisdag. Jag skall bjuda till så mycket i min förmåga står! – Concoursen begynner dock nu att intressera mig. Strid är lif. – Efter tisdagen har jag, såsom hörande till 2dra gruppen (der alla de bästa målarne bl.a. Peeters, Claus, Van Ryssen Dubois m.fl. äro) lof ungefär en vecka eller mer, hvarunder jag ämnar göra skisser på museet efter Rubens och Van Dyck. Sedan kommer teckning och målning och då gäller det. [...] </p>","brev, dagstidningar, ekonomi, framtid, Gud, karnevaler, konstnärer, krig, studentliv, studier (studieinnehåll), bedragare, sällskapsliv, polacker, tävlingar i yrkesskicklighet","swe, fre (ord), ger (meningar), swe (slang/dialekt)","1.3.1874","1","3","1874","","","","URN:NBN:fi:sls-590-1403107521930"
"55","Antwerpen d. 8 Mars 1874.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 8 mars 1874, 10 sidor. Illustration: ""tre gossar sovande på provisoriska britsar"" på första sidan.</p><p /><p>[...] I fredags passerade hertigen och hertiginnan Edinburg Antwerpen. – De foro blott genom staden, och tidningarne hade uppgifvit kl. ½ 2 såsom timslaget. Emellertid kommo de redan kl. 1, och tusendetals menniskor gingo derför miste om att se dem, deribland äfven jag. Jag kom till hamnen just då deras högheter gått ombord på den präktiga engelska korvetten ”Victoria and Albert” som låg ute i Schelden. Alla fartyg flaggade och kunglig salut sköts från fästningen. – Tusentals menniskor stodo (som jag) på fartygen och gapade på den kajuta der man visste att det höga paret befann sig, men man blef icke fetare på det. Adams hade sett de höga resenärerne på två alnars afstånd, och förklarade att både han och hon vore vackrare än fotografierna. – Deras besök i Brüssel har varit vidlyftigt diskuteradt i tidningarna. Eget är, att äfven de faddaste ord af en furstlig person anses betyda så mycket. Hertiginnan hade, då hon besökte Hotel de Ville i Brüssel (som bekant bland de vackraste minnesmärken i denna stil i verlden) sagt: ”C’est une vieille maison” och dessa ord hafva blifvit citerade i alla tidningar. – Troligen, menade ett blad, åsyftade hennes kungl. höghet härmed de utmärkta restaurationsarbeten som gjort att fastän byggnaden är så gammal, den dock äro i utmärkt skick o.s.v. [...]</p><p>[...] I det hela taget är vår adel derhemma bra human, bildad och folklig. – Här i Belgien, der detta stånd alls ej betyder något som politiskt parti, här har man i varje stad adelsklubber, dit en ofrälse, huru bildad och fin han än måtte vara, ej har tillträde. – Likaså är man lika ordensgalen här som i Frankrike. Alla Leopoldsordensriddare bära band i knapphålet, både i rocken och paletån, när en Leopoldsriddare (och det är hvarje äldre hygglig herre) dör, så hålles på ordens vägnar haranger vid hans graf o.d. – Jag minnes ännu från festen för De Keyser att man skildt uttryckte sin glädje öfver att direktörn blifvit utnämnd till kommendör af L.orden, – något som sällan skulle falla t.ex. Hfors studenter in att gratulera Lönnrot eller biskop Schauman för. – Och dock är Belgien Europas finaste land! – Kungen hör man särdeles litet omtalas, ej ditåt så mycket som i Sverige. [...]</p>","adel, antiken, dagstidningar, ekonomi, fotografier, frimärken, illustration, kläder, kungligheter, stipendier, studier (studieinnehåll), bedragare, utmärkelsetecken, utställningar, tävlingar i yrkesskicklighet","swe, fre (ord och meningar)","8.3.1874","8","3","1874","","","","URN:NBN:fi:sls-591-1403107521940"
