"3612","På söndagen var Edelfelt med fröken Pauline Ahlberg till Berciers protestantiska kyrka, som ligger långt bakom Arc de Triomphe mot Boulognerskogen; det var nästan omöjligt att få platser eftersom Bercier för sista gången predikade i det lilla kapellet, församlingen flyttar nästa vecka till en nybyggd kyrka; i Finland skulle det förefalla ""rätt eget"" om prästen inledde predikan med långa citat av Jaques-Béninge Bossuet och John Milton, vilket Bercier gjorde; han talade bra och hans sista bön för den protestantiska kyrkan, Frankrike och staden Paris var ""utomordentlig"". ","102",""
"3613","Fröken Pauline Ahlberg bjöd Edelfelt till middag på fru Jaquinots pension; han var den enda manspersonen runt bordet med en massa amerikaska, norska och svenska fruar och fröknar; fröken Mathilda Grabow var mycket söt och kokett, och talar ovanligt bra franska.","102",""
"3614","Efter middagen kom två äldre herrar, som var stamgäster, upp till pensionen; den ene är korsikan och språkforskar som hade bra reda på finskans och ungerskans grundprinciper; han förser Pauline Ahlberg med böcker, den senaste en avhandling i sanskrit; Pauline Ahlberg har läst Immanuel Kants ""Kritik der Vernunft"" som anses vara det djupsinnigaste i den tyska filosofin.","102",""
"3615","Madame Jaquinot bjöd Edelfelt till en musikalisk soirée med dans på pensionen följande lördag; Fröken Pauline Ahlberg dansar inte, och Edelfelt kan inte heller riktigt dansa på franskt sätt, därtill har han inga stövlar; stövlarna kan han kanske låna av Filip Forstén; fröken Pauline verkar vara glad över att prata och utlägga sina åsikter för Edelfelt; hon tycks ha en vetgirighet som är alldeles förvånande.","102",""
"3616","På sista tiden har Edelfelt haft några utgifter, tvätt, stövelreparation och sämskinnshandskar.","102",""
"3617","Senaste vecka gick Edelfelt med Julian Alden Weir på Palais Royalteatern och såg Tricoche & Cacolet; han skrattade sig fördärvad; Weir har tråkigt om kvällarna och vill att Edelfelt flyttar in hos honom så fort som möjligt.","102",""
"3618","På École des Beaux Arts har Edelfelt fått beröm av Jean-Léon Gérôme.","102",""
"3619","Som Alexandra Edelfelt kommer ihåg gick Edelfelt med Karl Alfred ""Caveeni"" till professor Julien Guadet, som ville att Caveen skulle rita ett provarbete; fastän två veckor har gått har Caveen ännu inte börjat rita; Berndt Lindholm bad honom gå till det världsberömda Clunymuséet; där fanns ""en hop gammalt skräp"" var Caveens intryck, Överstyrelsen för allmänna byggnadernas stipendiat. ","102",""
"3621","Edelfelt tackar för Alexandra Edelfelts brev som anlände när han gjorde sig i ordning för Jaquinotska soiréen.","103","2"
"3622","Edelfelt tackar Alexandra Edelfelt ""tusenfallt"" för växeln; han borde ha skrivit fullmakten för att ta ut stipendiet tidigare.","103","3"
"3623","Trots Edelfelts sparsamhet har han behövt låna 30 francs av Karl Alfred Caveen, vilka höll på att ta slut då Alexandra Edelfelts brev kom.","103","4"
"3624","Med fem francs på fickan tågade Edelfelt till soarén på Rue Miromesnil; både fröken Pauline Ahlberg och Madame Jaquinot hade sagt att det skulle bli en soaré ""en famille"" [inom familjen], då han anlände var det ett femtiotal personer i salongen; Edelfelt sprang förargat ut och köpte grå handskar för att komplettera klädseln, som han inte hade förberett för ett så stort tillfälle; fröknarna Marie Friberg och Mathilda Grabow executerade [framförde] musik; Edelfelt satt och talade om Tyskland, konst och litteratur med Pauline Ahrenberg, som inte ville dansa, fram till att hon klockan 12 gick upp till sig; därefter bjöd fröken Grabow upp honom till vals, några norskor ville valsa och snart var hans blyghet på dansgolvet bortblåst; där fanns en liten fransyska på ungerfär 15 år, kusin till Mademoiselle Marguerite Jaquinot, som var alldeles strålande vacker men ""dugligt kokett fastän hon ännu bar korta kjolar""; dansen leddes av en Monsieur Viardot, son till konstkännaren som ordnat eremitaget i Petersburg; kotiljongen gick till precis som hemma; quadrillen [kadriljen] dansas lite annorlunda; kan Alexandra Edelfelt tänka sig att han först klockan 3 gick hem i storm och slaskregn till Rue Cassette; på en fransk aftontillställning roade man sig precis på samma sätt som hemma; Edelfelt tyckte att alla små ""parisersprättar"" var lyckade med sina ytterst moderna dräkter, sina chapeau-claque'er och sina lorgnetteglas i ena ögat; lite oartigt var det av Edelfelt att inte bjuda upp Madmoiselle Jaquinot, dottern i huset; på tisdag skall han gå dit på visit och tacka för senast.","103","5"
"3625","Senaste vecka stämde Edelfelt möte med fröken Pauline Ahlberg i Louvren; Edelfelt har gått där varje dag för på skolan har de haft en vacker kvinnomodell och han har velat rådfråga Peter Paul Rubens, Anthonis Van Dyck och Titian om behandlingssättet; fröken Pauline är filosofisk också när det gäller konst och ser mera tanken än känslan och stämningen på bilden; bådas favorit bland målarna var Van Dyck; de träffade på Rafael Hertzberg och gick tillsammans med honom genom samlingarna på muséet; det uppstod en livlig diskussion om Rembrandts tavla ""en död oxkropp i en slaktarbod"".","103","6"
"3626","De gamla mästarna bekymrade sig i allmänhet lite om ämnet; de inskränkte sig till ett givet, känt moment, deras styrka låg i att behandla det enkla ämnet kärleksfullt, ädelt och med mycket skicklighet i form och färg; vad har t.ex. Tizians tavlor för ämne, har inte Rafael hundratals gånger målat Madonnan med Kristusbarnet?; Edelfelt är övertygad om att de flesta som varit i Rom, München, Paris och Dresden och sedan talar om Rafael, Pietro Perugino, MichelAngelo och Giulio Romano har svårt att förstå att deras stora sida är det stilfulla i teckningen.","103","7"
"3627","Edelfelt förargar sig över att höra ""fruntimmer"" (inte Pauline Ahlberg, hon är för klok) säga att Rafael är så naturlig; Rafael brydde sig inte alls om att göra fotografiska bilder, till skillnad från holländarna Gabriel Metzu, Gerhard Terburg och Gerard Dow; Rafael är som tecknare det största snillet, men han roade sig inte med att berätta pikanta anekdoter eller kopiera naturen utan geni som flera av de nu levande tyska genremålarna som har ett så oinskränkt välde över alla ""fruntimmerssjälar"". ","103","8"
"3628","Flamländarnas stora mästare Peter Paul Rubens, Anthonis Van Dyck och Gaspar de Crayer borde tilltala personer som inte är så ""lärda"" i konst; åtminstone anslås Edelfelt mera av dem och spanjorerna Bartolomé Murillo, Diego Velasquez, Jusepe de Ribera, samt holländarna Rembrandt och Frans Hals än av hela den italienska skolan; Edelfelt beundrar italienarna, men älskar de andra; en människa med sinne för konst skall känna sig mera omedelbart berörd av de nämnda målarna än av hela den italienska renässansen och dess store efterhärmare Nicolas Poussin, en målare som Edelfelt med bästa vilja inte förstår. ","103","9"
"3629","Då Edelfelt reser hem nästa sommar eller höst skulle han gärna vilja åka via Antwerpen, Haag och Amsterdam för att se sina ""premiers amours"" [första kärlekar] på konstens område, samt Rembrandt och Frans Hals i deras hemland; både Jean-Léon Gérôme och Léon Bonnat har rest till Holland för att se Rembrandt. ","103","11"
"3630","Edelfelt hoppas någon gång komma till Spanien och Italien för att se ""El Prado"", som lär vara det bästa muséet i världen, samt Rafael och Michelangelo i Vatikanen.","103","12"
"3631","I Jean-Léon Gérômes ateljé finns en stipendiat från akademin i Florens; denne säger att det inte finns något tecken på modernt konstliv i Italien; storheter som Stefano Ussi har inga ateljéer och ställer ut i Paris och Wien; varje italienare med talang kommer till Paris eller München för att studera; ändå har B.O.Schauman föreslagit att Edelfelt åker till Italien, propositionen är så enfaldig att han inte mera vill tala om det. ","103","13"
"3632","Rafael Hertzberg går flitigt på Louvren för att lära sig att bli konstkritiker.","103","14"
"3633","Det är förunderligt att stora konstnärssnillen som J.A.D. Ingres och Bertel Thorvaldsen behöver ett helt människoliv för att lära sig förstå de gamla mästarna, medan en magister från Helsingfors vanligen behöver sex månader för att bli kapabel att dömma ""kungar, menskor, Gud och fan"".","103","15"
"3634","Emil Nervander har exempelvis tillbringat sex månader i Italien och tvärt vet han att Tintoretto har en sjögrön otäck ton i sina tavlor, att fransmännen aldrig kan bli skulptörer, att Belgiens moderna konst inte är något särdeles.","103","16"
"3635","Edelfelt tror inte att Rafael Hertzberg blir en som ""talar i ogjordt väder"", han erkänner gärna sina brister och drar nytta av samvaron med Adolf von Becker som är den finne som sett mest och mest förstår sig på konst; häromdagen hamnade Edelfelt och Becker i dispyt med Hertzberg, som ansåg att kritiken fått många unga målare att slå in på bättre vägar, medan de två andra ansåg motsatsen.","103","17"
"3636","Karl Alfred Caveen studerar ännu inte.","103","18"
"3637","Det är skada att Rafael Hertzberg, som har gott huvud och anlag för poesi, skall ha något ""pjoskigt"" i sin person, om Alexandra Edelfelt förstår vad Edelfelt menar; exempelvis såg Hertzberg en vacker flicka kopiera på Louvren, han placerade i smyg en ros på hennes staffli och övervägde att ordna samma uppvaktning flera dagar i följd; Edelfelt ansåg att en sådan smånätt kärlek ""à l'allemande"" [i tysk stil] inte skulle förstås i Frankrike; Edelfelt tror att Hertzberg försöker efterlikna Zacharias Topelius, han visar bl.a. stor uppmärksamhet åt barn, ""denna barnsliga barnakärlek hos en ung man"" är inte ""naturlig"". ","103","19"
"3638","Edelfelt märker att han är mera van vid det utländska än Karl Alfred Caveen och Rafael Hertzberg; de är genomfrusna, ""småjuttar"" i timtal, går långsamt, får sjuka fötter, förstår inte språket, följer inte mattiderna och sätter inte värde på tiden; de vill inte gå ensamma någonstans och vill ha tolk i alla möjliga och omöjliga fall.","103","20"
"3639","Kölden verkar hålla i sig så Edelfelt tror att han redan denna vecka flyttar till Julian Alden Weir.","103","21"
"3640","Inköp som väntar är ett par stövlar (sådana slits ""ohyggligt"" i Paris) därefter en vinterpaletå.","103","22"
"3641","Edelfelts senaste studie ansågs som en av de bästa av kamraterna i Ecole des Beaux Arts; han fick också högsta möjliga beröm av Jean-Léon Gérôme, ""pas mal, il y a des bonnes choses"" [inte illa, där finns goda saker], men denne kritiserade också skarpt teckningen. ","103","23"
"3642","Följande vecka målar de antik i ateljén; Edelfelt kommer i stället att göra skisser på Louvren eller hos Julian Alden Weir.","103","24"
"3643","Edelfelt har inte gått i skulpturskolan den senaste veckan.","103","25"
"3644","Berndt Lindholm mår bra; Filip Forsten och Oscar Kleineh har flyttat in i en pension; Edelfelt har inte sett Filip på två veckor, men han lär må bra och studera flitigt; Edelfelt önskar Alexandra Edelfelt farväl och hälsar alla.","103","26"
"3645","*Fröken Pauline Ahlberg sänder hjärtliga hälsningar till Alexandra Edelfelt.","103","27"
"3646","*Lulle (Julian) Serlachius brev har inte kommit fram.","103","28"
"3647","*Alexandra Edelfelts anmärkningar på Edelfelts korrespondens är riktiga och han skall ta dem ad notam, i beaktande.","103","29"
"3648","*Edelfelt hälsar till Mille (Emil) Cedercreutz och Lulle (Julian) Serlachius.","103","30"
"3649","*Hur mår Ellen? Edelfelt skall skriva till henne.","103","31"
"3651","Edelfelt sitter hos Filip Forsten och skriver svar på Alexandra Edelfelts brev.","104","2"
"3652","Som Alexandra Edelfelt kunde läsa i brevet till Ellen Edelfelt är Edelfelt installerad hos Julian Alden Weir på Rue du Pont de Lodi 5 och trivs förträffligt.","104","3"
"3653","Deras dagar ser ut som följande: Edelfelt och Julian Alden Weir gör kaffe på morgnarna och går till École des Beaux Arts; frukost [lunch] tar de tillsammans med andra elever från Jean-Léon Gérômes ateljé på restaurangen ""la Mère Nail""; klockan 4-6 går de till Adolphe Yvons klass och sist kl. 7-9 i aftonskolan efter att ha dinerat [ätit middag] hos Mère Nail eller på Crêmerie de Brui, eller på studentrestaurangen hos ""la Mère François"".","104","4"
"3654","Edelfelt tycker mycket om Julian Alden Weir; han är den mest begåvade av amerikanerna, 22 år, lika lång som Edelfelt men bredare om axlarna, ser bra ut, men gnolar falskt; Weir läser varje kväll en psalm av David och ett kapitel ur Nya Testamentet; han och Edelfelt har kommit överens om att läsa på franska ur Bibeln eftersom Edelfelt inte förstod hälften då Weir läste på engelska; Weirs religiositet är levande och varm, som man föreställer sig den vara i gamla amerikanska familjer; Weirs släkt har bott i Amerika i sekler, nära New-York; efter college tillbringade Weir ett år i Minnesota där han lärde känna sin fästmö; han lever lika sparsamt som Edelfelt men lägger mera pengar på en massa saker och resor. ","104","5"
"3655","*Edelfelt ber om förlåtelse för det gräsliga slarvet, som beror på dålig penna och dåligt bläck; för tillfället finns en utmärkt exposition av Carolus Durans arbeten, ett porträtt av comtesse d’Harcourt är mästerligt.","104","17"
"3656","Dewey Bates klagar över sin fattigdom, och jämför avundsjukt landsmän som Julius Stewart, John Singer Sargent, Mason, Carroll Beckweeth, som är amerikanska miljonärer i Jean-Léon Gérômes ateljé; som Alexandra Edelfelt redan fått höra refuserades Bates i concoursen [tävlingen] till aftonskolan, vilken är den enda i Paris som är kostnadsfri; Julian Alden Weir har gett pengar åt Bates för att denne skall kunna teckna i Léon Bonnats ateljé om kvällarna; Edelfelt tycker det är skamligt av Bates att ta emot pengarna, i synnerhet som han hade möjlighet att teckna efter naken modell i Gobelins-fabriken [gobelängfabrik] gratis; Bates eviga prat om kolorit och kraftig färg förargar Weir; Bates påstår att målare som Rafael, J.A.D. Ingres, Hippolyte Flandrin ingenting är värda för att de inte har ""stora färghögar"" på sina tavlor.","104","6"
"3657","En morgon hade Edelfelt och Julian Alden Weir kaffebjudning för två av Weirs vänner från Jean-Léon Gérômes ateljé, schweizarna Alfred Henri Berthoud och Paul Robert, den senare brorson till Leopold Robert; de bjöd på kaffe och ett glas kirsch.","104","7"
"3658","Alfred Henri Berthoud har varit guvernör [informator] för furst Grigorij Gagarins barn i Moskva och Rom; förutom hans modersmål franska (född i Neuchatel) talar han tyska, ryska, engelska och italienska; som informator har han vistats i Ryssland och kommit in i den finaste ryska societeten; Berthoud umgås med Aleksandr Bariatinsky och Lev Tolstoj när de är i Paris; han känner Aleksej Bogeljubow, ungraren Mihály Munkacky och alla målare i Rom; efter studierna tänker han slå sig ner i Sankt Petersburg; han har reda på sociala förhållanden i Finland och förundrar sig över att Edelfelt inte lärt sig ryska och sökt stipendium från Petersburgerakademin; Berthoud är den enda utlänningen som är medlem i amerikanernas klubb i Paris; Edelfelt ser fram emot att umgås med Berthoud och Paul Robert.","104","8"
"3659","Filip Forsten har lidit av svullnader i halskörtlarna och undergått en operation; de flesta sångare och talare har gjort samma operation för att aldrig ""generas av heshet"".","104","9"
"3660","Nästa lördag skall Edelfelt gå med Filip Forsten till Madame Jaquinot.","104","10"
"3661","Pauline Ahlberg har föreslagit att hon och Edelfelt kallar varandra ""du""; fröken Pauline är varmt kristligt sinnad men inte orthodox, hon förklarar många punkter på annat sätt än augsburgska bekännelsen; hon anser att apostlarnas och evangelisternas berättelser är inspirerade av det hänförda intrycket och den brinnande kärleken till Kristus, vilket utgör en grundval för en kristendom som motsvarar talesättet: bokstaven dödar men anden gör levande; det är roligt att umgås med ett ""fruntimmer"" som kommit så långt att hon tänker; genom Alexandra Edelfelt har Edelfelt blivit övertygad om att kvinnan lika väl som mannen bör kunna våga sig in på ""reflexionens gebiet"", tankens område. ","104","11"
"3662","I ett fall är Edelfelt inte överens med Pauline Ahlberg; även om han känner släktskap med tyskarna kan han inte stöda Preussen, den tyska militären, det tyska kejsardömet och kejsar Wilhelm; kanske har hans aversioner mot den kungliga Spree's stränder stärkts av att hans tyska vänner i Antwerpen, Karel Scriba och Frédéric Matthæi var preusshatare.","104","12"
"3663","Ett prov på den preussiska politiken var Otto von Bismarcks senaste tal i tyska riksdagen, där han säger att Elsass och Lothringen inte blivit erövrade för att de är gamla tyska provinser, utan på grund av helt strategiska skäl.","104","13"
"3664","Edelfelt påmindes om det gemytliga umgänget med tyskar i Antwerpen då han tillsammans med Julian Alden Weir besökte en amerikan med tyska föräldrar, Göttelmeyer; Göttelmeyer är gravör och elev till Jean-Léon Gérôme; han talade med förtjusning om Tyskland och lovade till våren hjälpa Edelfelt med några eau-forter [etsningar]. ","104","14"
"3665","Nu till en nyhet som kommer att ge stoff åt en korrespondens i Helsingfors Dagblad; Edelfelt har med några kamrater och Julian Alden Weir fått tillstånd att se det inre av nya operan; det enda som i lika hög grad imponerat på honom i rikedom är Isaakskyrkan; där finns målningar av Frankrikes bästa målare, Paul Baudry, Isidore Pils och Gustave Boulanger; allt är framdanat av arkitekten Charles Garniers produktiva snille; inträdesbiljetten hade de fått av Joseph Blanc, vars far målat några dekorativa pannåer.","104","15"
"3666","Beträffande det ekonomiska, så har Edelfelt köpt stövlar, betalat av skulden till Karl Alfred Caveen, månadshyra för rummet på Rue Cassette och annat; paletå har han ännu inte köpt; han önskar Alexandra Edelfelt god natt och hälsar alla. ","104","16"
"3667","P.S. Edelfelt har skickat paket med några småsaker till systrarna med assessor Gustaf Idestam; Rafael Hertzberg har också skickat ett paket, kan Alexandra Edelfelt vidarebefordra det till hans familj i Brunnsparken?","104","18"
"3668","Alexandra Edelfelts omdöme om Adolf von Beckers tavlor är detsamma som Edelfelts.","104","19"
"3669","Edelfelt har tänkt skriva till Axel Antell och Lulle (Julian) Serlachius, men har inte tid; denna vecka har varken han eller Julian Alden Weir gått i aftonskolan; hans brev borde komma fram i tid till julutställningen vid Luciatiden.","104","20"
"3670","*Filip Forsten och Oscar Kleineh bor i samma pension på Rue Lafayette där Mellins bodde.","104","21"
"3672","Alexandra Edelfelts brev kom idag, Edelfelt har väntat sedan fredagen; hans svar får Mamma förhoppningsvis i Helsingfors.","105","2"
"3673","Sedan skall Edelfelt skriva ett brev som enligt beräkningarna anländer när de är samlade kring julbordet på Kiala.","105","3"
"3674","Edelfelt har gjort en färdig skiss till ""Den första skålen hurrah! Kamrater skall Finland ha""; både Berndt Lindholm och Julian Alden Weir tycker att den med några ändringar är tillräckligt bra för att visas för Jean-Léon Gérôme.","105","4"
"3675","Edelfelt har börjat med ett porträtt av Berndt Lindholms pojke; det är svårt att teckna barn men på den ena séancen lyckades han återge likheten ganska bra. ","105","5"
"3676","Edelfelt har även tecknat i ateljén, i Adolphe Yvons klass och vid rue de l'École de Médicine; i den sista har de haft concours [tävling] och Edelfelt placerade sig på första plats; om han också vinner concousen i februari vinner han en medalj; äran är inte stor, även om där också finns elever som går på École des Beaux Arts; det vore annat att få medalj i Yvons klass. ","105","6"
"3677","*Förutom paletån lär Edelfelt inte behöva köpa annat än svarta byxor, och det först till våren.","105","17"
"3678","*Karl Alfred Caveen har Edelfelt inte sett på länge; Edelfelt hälsar speciellt till syskonen.","105","18"
"3679","På biblioteket i École des Beaux Arts har Edelfelt bläddrat i Hippolyte Flandrins, J.A.D. Ingres, Rafaels och Andrea del Sartos handteckningar och än en gång övertygats om att teckningen är och förblir huvudsaken i all konst.","105","7"
"3680","Pauline Ahlberg hade bjudit Edelfelt och Filip Forsten till Madame Jaquinots; Filip har en underlig förmåga att lätt bli bekant med folk, inom kort lockade han Pauline Ahlberg att skratta så hjärtligt som möjligt; Mathilda Grabow och Marie Friberg sjöng mycket bra; Friberg har en god sopran men sjunger inte på långt när så konstnärligt som Grabow.","105","8"
"3681","Pauline Ahlberg har flera gånger träffat Rafael Hertzberg på Louvren och de har resonerat i konstfrågor och i alla möjliga ämnen; Pauline tycker Hertzberg är lustig och originell och har bett honom hälsa på henne.","105","9"
"3682","Pauline Ahlberg kom idag för att tillsammans med Edelfelt och Rafael Hertzberg se på École des Beaux Arts; hon tilltalades av Paul Delaroche's Hemicycle.","105","10"
"3683","De såg också de ofantligt många salarna i École des Beaux Arts; i arkitekternas sal finns akvareller från Athen och Rom; i kopiesamlingen finns den bästa kopian av MichelAngelos Yttersta dom och Rafaels skolan i Athen, samt en reproduktion av Rembrandts anatomiska föreläsning gjord av Léon Bonnat; mest intressant var salen för Romarprisen, där pristagarnas skisser och tavlor sedan början av 1700-talet fanns uppradade; bland skolans prisbelönta elever fanns Jaques-Louis David, Jean-Baptiste Paulin Guérin, Anne-Louis Girodet, Hippolyte Flandrin, Alexandre Cabanel, Ernest Hébert och Henri Regnault.","105","11"
"3684","Då Hippolyte Flandrin som ung vann Romarpriset var han en stor efterapare av J.A.D. Ingres. ","105","12"
"3685","Edelfelt sitter med Julian Alden Weir i deras kylslagna rum; Weir kokar vatten för att tillreda en ""grog américain""; Weir få ofta underliga idéer, som t.ex. att resa till Antwerpen, Haag och Amsterdam mitt i vintern; schweizaren Alfred Henri Berthoud gör narr av Weirs infall, ""ses toquades (parisisk slang) américaines""; Edelfelt sänder Weirs porträtt och ber Alexandra Edelfelt sända det tillbaka vid tillfälle.","105","14"
"3686","Följande vecka hålls vinterfesten för Jean-Léon Gérôme på Hôtel du Louvre (ett av de bästa i Paris); Edelfelt har bestämt sig för att delta även om det kostar 10 francs.","105","15"
"3688","Efter besöket på skolan fick Pauline Ahlberg lust att se Edelfelts ateljé, men han hade inte tid, vilket var bra eftersom de inte hunnit städa; Edelfelt har förberett henne på att man inte kan vänta sig något storartat då man kommer på besök till studerande ungdomar i Quartier Latin; Julian Alden Weir tycker det ska bli roligt att få henne på besök och de skall göra något riktigt fint av deras artistiska vindsvåning.","105","13"
"3689","Edelfelt hoppas att brevet till Alexandra Edelfelt anländer på julaftonen; på denna heliga afton är hans tankar hos dem därhemma och han nedkallar av hela hans hjärta Guds välsignelse och frid över deras julglädje. ","106",""
"3690","Då finnarna samlas på julaftonen och dricker skål för Finland, kan familjen vara säker på att Edelfelts tankar söker sig till Kiala; i fönstret ser han alla ungdomar, börjandes med långa Ellen Edelfelt och slutandes med Anni och Butti Edelfelt, Mintu, Ada, Thyra och Gösta Brandt.","106",""
"3691","Som julklapp sänder Edelfelt en teckning av deras logi på Rue du Pont de Lodi med honom och Julian Alden Weir som huvudfigurer; Weir ber att få påpeka att grannlåten på bröstet är banden i hans ""schlafrock"" och inte hederslegionen, som man kunde tro; familjen skall föreställa sig att på alla fyra väggar hänger fotografier och gravyrer efter Anthonis Van Dyck, Rembrandt, Frans Hals, MichelAngelo, Rafael, Diego Velasques och Hans Holbein och original av mästarna Weir och Edelfelt; ute är förfärligt yrväder och tjockt med snö på Paris gator; bland böckerna på hyllan finns Victor Hugo, Alfred de Musset, Madame de Staël, Henry Murger, Walter Scott och lord Byron.","106",""
"3692","I kväll har Edelfelt och Julian Alden Weir berättat sina livshistorier för varandra; Weir är inte förmögen som Edelfelt först trodde, utan lever på ett långlån som en vän i Amerika gett honom; efter året i Minnesota dit han åkt för att kurera sitt dåliga bröst, tillbringade han två år i New York där han försörjde sig själv på sitt måleri; en vän gav honom pengar att resa till Europa, och sedan två år befinner han sig i Paris. ","106",""
"3693","Edelfelt hoppas kunna fira nästa jul hemma.","106",""
"3694","Edelfelt skall försöka förtjäna pengar på porträtt i Helsingfors; det borde inte vara omöjligt då Bernhard Reinhold inte längre är där.","106",""
"3695","Den första tavlan där hemma skulle bli ett dubbelporträtt av Alexandra och Ellen Edelfelt; han har tänkt på saken då han i Louvren beundrar Anthonis Van Dyck; om det blir bra kan ställa ut det på Parisersalongen om två år. ","106",""
"3696","Edelfelt får troligen inte finländsk mat under julhelgen; han hälsar hjärtligt åt Morbror Gustaf och Moster Fanny, samt barnen, Tajta (Fredrika Snygg), Morbror August och inspektoren; han önskar dem Guds välsignelse på Kristusbarnets fest. ","106",""
"3698","Det har ännu inte bestämts hur finnarna skall fira jul; Oscar Kleineh och Berndt Lindholm kommer att fira med sina familjer; sällskapet kommer således att utgöras av Rafael Hertzberg, Filip Forsten, Adolf von Becker, Karl Alfred Caveen, Arvid Liljelund och doktor Karl Eneberg som anlände igår;","107","3"
"3699","Edelfelts förslag är att de först äter en vanlig bättre diner [middag] i enskilt rum och sedan samlas i Adolf von Beckers ateljé för att dricka ett glas punsch för hemmet och hemlandet; rummet skulle prydas med Finlands vapen och julgran.","107","4"
"3700","Föregående dag hölls den stora middagen för Jean-Léon Gérôme på Hôtel du Louvre; Edelfelt har aldrig varit med om en så fin diner [middag], den var splendid [utmärkt]; han satt med Julian Alden Weir och Alfred Henri Berthoud.","107","5"
"3701","Jean-Léon Gérôme hade fått ett mycket vackert placeringskort, ritat av nuvarande massiern, atelierföreståndaren, Frédéric Christol; som Alexandra Edelfelt kommer ihåg var Gérômes bravurtavla i våras ""l'excellence grise"" [den grå eminensen], munken père Joseph, Armand Jean de Richelieus gunstling; på kortet klättrade samme fader Joseph på en stege och kröner Gérômes byst med en jättelik lagerkrans. ","107","6"
"3702","Jean-Léon Gérôme talade med Edelfelt om Vasilij Vereschagin, som humoristiskt skrivit om sina ""krigiska mandater"" i Khiva; som Alexandra Edelfelt vet har Vereschagin frått Georgsorden för tapperhet.","107","7"
"3703","I slutet av festen spelade och sjöng många, bland andra schweizaren von Rodt; det som störde festen lite var ""juden"" Bassan, som uppträdde med en café-chantantvisa och införde i talpartier ""dumma"" komplimanger till Jean-Léon Gérôme, vilka var oförskämt familjära; Julian Alden Weir var så arg att han velat prygla upp juden på fläcken; Bassan har inte vågat komma till ateljén följande dag. ","107","8"
"3704","Edelfelt skriver på Julian Alden Weirs amerikanska papper; han tackar för Alexandra Edelfelts brev och för växeln.","108","2"
"3705","Edelfelt har senaste tiden haft dystra tankar om sin framtid; stipendiet är snart slut, och han kan inte ta pengar för tavlor som han ännu inte har målat; han vill inte göra samma misstag som med August Eklöfs tavla; han har bett om en barnslig säker förtröstan till Guds hjälp, men ofta har reflexioner försatt honom i en dyster stämning; kamraterna smickrar honom och han känner själv att det borde gå, därför är tanken på att den stränga nödvändigheten snart kanske slår drömmarna ur hågen förfärlig.","108","3"
"3706","Alexandra Edelfelts brev inger alltid förtröstan och mod; nu är han lycklig och glad och tror att allt går bra.","108","4"
"3707","*Edelfelt önskar Gott nytt år.","108","17"
"3708","Finnarna höll föregående lördag möte på Café de Suède om hur de skulle fira jul; Adolf von Becker kan inte erbjuda sin ateljé; Anders Ramsay kom med sina ""vapendragare"" Oscar Kleineh och Filip Forsten och bjöd dem till sina två rum på Hôtel du Monde; de kommer således att inta diner [middag] på ett hotell på Rue Pelletier och sedan samlas hos Ramsay, som även ordnar julgran.","108","5"
"3710","Edelfelt har ofta träffat Pauline Ahlberg de senaste dagarna; de har besökt Cluny, St. Sulpice och närvarat på en föreläsning av Elme Marie Caro i Sorbonne, på humanistiska fakulteten i Paris.","108","6"
"3711","Elme Marie Caro har skrivit en recension av ett diktverk av Madame Ackermann; fru Louise-Victorine Ackermann har trätt i modig opposition mot tron och kristendomen, men överallt i hennes dikter lyser en förtvivlan över det hon har mist igenom; boken lär snarast att vi behöver en Gud och att vi måste ha försoning; Edelfelt har läst diktsamlingen med Pauline Ahlberg och tycker det är ovanligt att hitta ett så kraftigt och storslaget språk hos en kvinna; han citerar utdrag för Alexandra Edelfelt och skall i ett senare skede skriva ut hela stycken.","108","7"
"3712","Elme Marie Caros recesion var utmärkt och då han inte bara är en god skriftställare utan också utmärkt talare (kanske den bästa vid Parisuniversitetet); föredraget var ""utomordentligt"" spännande och sådana talare finns inte i Finland eller Norden; Caro påminner i ledighet och elegans om Leo Mechelin. ","108","8"
"3713","Det goda intrycket av föreläsningen förstördes när Pauline Ahlberg vid utgången stoppades av en vaktmästare som meddelade att ""fruntimmer"" inte hade rätt att gå på föreläsningar utan särskild tillåtelse av ministern; Edelfelt får således i frack följande vecka söka upp Elme Marie Caro och möjligen även kulturministern Arthur de Cumont, för Pauline kommer att göra allt för att fortsätta kunna höra på föreläsningar. ","108","9"
"3714","Edelfelt börjar få Pauline Ahlbergs varelse klar för sig; hon har en outtömlig reflexion, en omättlig vetgirighet, men saknar poesi och ungdom; i konst söker hon först filosofin och sedan skönheten, vilket Edelfelt tycker är en brist; han tycker också att hon för ofta ägnar sig åt de allra högsta mänskliga frågorna, alltid är människans bestämmelse, det subjektiva och objektiva onda, andevärlden, Immanuel Kant och Friedrich Schleiermacher ""på tapeten"". ","108","10"
